id	text	count
5.62073e+17	@eat24 hey @mophie phone died borrow order eggrolls #hangry	7
5.64569e+17	@eat24 woman put chocolate bottom drumstick #youtherealmvp	7
5.65293e+17	@yelp bought @eat24 134 million list restaurant order online grow	7
5.6522e+17	yelp buy delivery network 134m ramp food operation @ingridlunden	7
5.65708e+17	@eat24 crunchy peanut butter steal granola smooth peanut butter steal girl #foodfacts	7
5.69948e+17	pair artisan peanut butter crunch berry sandwich @eat24 #lunchdilemma	7
5.65166e+17	yelp buy 134 million	6
5.65356e+17	@kylethegreat24 summer fishing country music bonfire riding window friend care world	6
5.65345e+17	@eat24 pinch order unavailable lea	6
5.67206e+17	@eat24 french pull onion soup	6
5.64294e+17	thx @eat24 allowing spend glorious weekend secluded house put pant delivery guy	6
5.66001e+17	fact froyo make sexy @eat24 make easyto sexy	6
5.66829e+17	@eat24 1 xlarge pizza ÷ 5 friend friend boned outta pizza #math	6
5.6825e+17	@eat24 time touched phone food change	6
5.65996e+17	head up@yelp begin deliver food acquired @eat24 134 million delivery food service boom underway	6
5.62067e+17	@alexxthegreat24 @samwadsy super bowl 2016 lol wont happen	6
5.65216e+17	yelp buy food ordering delivery service	6
5.62103e+17	@eat24 real fruit tasted @skittles wed totally healthy	6
5.69971e+17	@eat24 lol @snoopdogg @realgilbert	6
5.65176e+17	yelp buy online food ordering service 134 million @josephjett #business	6
5.63156e+17	@eat24 people telling olive olive funny meant	6
5.69196e+17	@eat24 neat trick make cooky cooky lick #themoreyouknow	6
5.65241e+17	yelp buy food delivery service #privacy	6
5.63568e+17	@eat24 artichoke kinky stuff #foodfacts	6
5.69999e+17	@eat24 #protip meatball cheese cheese	6
5.66042e+17	@alexxthegreat24 christian hate gay irritate	6
5.63769e+17	@offbeat24 @mikebeacham @gop god crusade dont appolgize	6
5.64265e+17	@eat24 anytime youre bummed sashimi sacrificed life	5
5.64857e+17	package people sidecar launch sameday delivery service partner	5
5.70601e+17	@patttttt @alexxthegreat24 @shayygorgeous love dont change high key jealous af jealous ash	5
5.6307e+17	forget flower sashimi combo real heart #askeat24	5
5.62023e+17	@realgilbert commercial @eat24	5
5.65013e+17	@eat24 reason people arent making sandwich corn bread	5
5.69716e+17	shoutout putting man @realgilbert back commercial	5
5.66075e+17	@keizaron @eat24 sooooo interested	5
5.68154e+17	wait summer night @couchdrake house @kylethegreat24 @teamseff @mueller21 hef	5
5.64638e+17	@alexxthegreat24 @callmeamerica @doworkrandy cry	5
5.66452e+17	god bless america country order food couch @eat24	5
5.67913e+17	#reasonstoeat24 deep fried risotto	5
5.69718e+17	@eat24 perfect buttermilk fried chicken trick question	5
5.65433e+17	yelp buy expands online food ordering	5
5.65152e+17	yelp acquires food ordering service 134m yelp	5
5.60533e+17	@koreykuhl @eat24 make horngry happen youre hornyhungry 1222 wednesday calm	5
5.61722e+17	@snoopdogg @realgilbert star @eat24s #superbowl ad @jeffcbeer	5
5.70778e+17	yelp buy delivery network 134m	5
5.65151e+17	grubhub yelp yelp buy online food ordering service 134m yelp 22 pct grub 1 pct	5
5.61915e+17	@alexxthegreat24 cook	5
5.65196e+17	yelp buy online foodordering service 134 million	5
5.63852e+17	@eat24 perfect company twitter correctly	5
5.69716e+17	@realgilbert @snoopdogg commercial	5
5.71148e+17	@eat24 stir fry instruction make	5
5.66423e+17	@eat24 raise buffalo wing toast beautiful future code vows24	5
5.62681e+17	#snoopdog @realgilbert gottfried brilliant @eat24	5
5.6205e+17	high #godaddy #supercreative #hashtags love @godaddy	5
5.67678e+17	@alexxthegreat24 rest easy alex	5
5.66445e+17	@alexxthegreat24 @noahlalli47 @itsyadudesmiley @foxyyyroxyy guy brought cheer team	5
5.65275e+17	wow @yelp bought @eat24 134m ramp food operation	5
5.62042e+17	@reneeowley @eat24 shout delivery people working hard eat today #america #sb49 #weare12	5
5.66333e+17	@eat24 @yelp slow clap email	5
5.65195e+17	marketer ive loved @eat24s approach huge congrats acquisition @yelp	5
5.62081e+17	@eat24 @wix create website snoop gilbert eggroll emporium #itsthateasy	5
5.61978e+17	super bowl commercial app ad feature snoop dogg gilbert gottfried	5
5.67377e+17	@eat24 dont mathematician make venn diagram donut people #marketing	5
5.70692e+17	@alexxthegreat24 @woridstarhlphop wiggins locked nigga harden clamp	5
5.69155e+17	loading screen copy @eat24 app superb great show brand personality	5
5.65175e+17	yelp 7 news bought @eat24 20 thursday earnings	5
5.63121e+17	@alexxthegreat24 buying valentine day gift	5
5.66798e+17	@eat24 great depression result bacon shortage combined radish surplus #foodhistory	5
5.63825e+17	@eat24 minced garlic smallest unit measurement garlic #science	5
5.67751e+17	3 free apps make eating ordering healthy affordable @eat24 @grubhub @healthyout #foodie	5
5.67116e+17	rule club dont talk club turned terrible marketing strategy talk	5
5.67413e+17	yelp compra aplicativo delivery	5
5.64626e+17	argument smoothes thing butter cream frosting cake frosting #askeat24	5
5.62084e+17	@alexxthegreat24 fight	5
5.6599e+17	@yelp buy foodordering service @eat24 compete @seamless	4
5.6518e+17	yelp buy delivery network 134m ramp food operation @techcrunch	4
5.62038e+17	@eat24 time weve printing @kimkardashians selfies putting fridge #kimsdatastash	4
5.69716e+17	omg @snoopdogg @realgilbert @eat24 funny absurd dying #oscarsads	4
5.69939e+17	@eat24 evil cake literally lazy delivered #genuis	4
5.70727e+17	@eat24 person realized layer cake #youtherealmvp	4
5.6486e+17	package people sidecar launch sameday delivery service partner	4
5.70209e+17	@alexxthegreat24 leave sound stupid vine @summerella	4
5.6565e+17	@eat24 couch remote hard weve conviction butt groove stick	4
5.68972e+17	@eat24 length noodle girth matter	4
5.71336e+17	@eat24 coupon order binge watching #houseofcards youre	4
5.70432e+17	weird stoked @eat24 photo @missashleydoris @mikamiyashima free food	4
5.63896e+17	@eat24 approach pizza putting damn good pitch @dominos blast awesome #copywriting #blog post	4
5.69328e+17	@alexxthegreat24 isnt 9 week reason dont facebook	4
5.66448e+17	@trithegreat243 listening #wordlove day	4
5.6515e+17	yelp acquires leading online food ordering service	4
5.69348e+17	ordered food @eat24	4
5.69991e+17	@alexxthegreat24 dont snow	4
5.65151e+17	yelp 3 pre yelp acquires leading online food ordering service update guidance	4
5.70438e+17	@alexxthegreat24 prayer rose	4
5.65677e+17	@eat24 chicken popper → chicken nuggets→ chicken strip #evolution	4
5.71026e+17	@eat24 dense good describe chocolate cake bad describe bos	4
5.70116e+17	recommend @eat24 based customer service exceptional customer service competitor	4
5.69708e+17	super bowl commercial 2015 @emilyrieland @thisssjustin idea guy commercial	4
5.65475e+17	yelp buy food delivery service	4
5.53578e+17	@ztreu @eat24 found advertisement funny tweet hope youre happy	4
5.6813e+17	@eat24 lonely stomach	4
5.70057e+17	@eat24 pie maker experimented meat created savory sensation #youtherealmvp	4
5.65153e+17	yelp platform continues flight @yelp acquires @eat24 134m congrats @jmover @joshpincus1	4
5.70262e+17	@salutemeslime @thatniggaliek @ktownheat24 post ig nigga time	4
5.65464e+17	yelp buy online food ordering business	4
5.68949e+17	@eat24 restaurant messed bonnie pissed yall called delivered bonnie support @eat24	4
5.65179e+17	@michaelwarbux @yelp bought @eat24 134m top priority ordering food jeeesh	4
5.6246e+17	guess ill @eat24 leather jacket	4
5.6522e+17	#yelp buy food delivery service #wired	4
5.65194e+17	yelp buying app @eat24 134m deal	4
5.61763e+17	47 egg roll harmed making tweet	4
5.6394e+17	@eat24 chicken strip college #foodfacts	4
5.27599e+17	@eat24 ordering food online terrible	4
5.6228e+17	#hangry bigups @realgilbert #bestsuperbowlad super bowl commercial 2015 @youtube	4
5.70284e+17	@eat24 firm belief duck footy pajama shared world delivery time	4
5.66157e+17	bienvenido familia yelp	4
5.68184e+17	@eat24 @mokie @clamtime pretty story life	4
5.64858e+17	package people sidecar launch sameday delivery service partner @geekwire	4
5.65243e+17	yelp gobble 134 million boost transaction	4
5.62077e+17	@eat24 omg @loctiteglue #winatglue #winatcommercials #fannypack	4
5.6313e+17	@eat24 waffle sandwich making big move pancake sandwich happen	4
5.64216e+17	cheese pizza cheese fry cheese sticksbasically involving cheese #reasonstoeat24	4
5.68801e+17	proud @anathegreat24 @foshaytech @ncwitaic winner @lausd facebook page great thing happening @foshaylc @codinggirls	4
5.63217e+17	@eat24 dont dejected nacho topping hopeful	4
5.71207e+17	cooking skill basic #reasonstoeat24	4
5.67881e+17	@eat24 cook tonight butwhy	4
5.66023e+17	@alexxthegreat24 kinda wanna saturday idk	4
5.64349e+17	man swear @eat24 bae	4
5.67342e+17	@alexxthegreat24 @itshumortruth wise word	4
5.65204e+17	yelp buying interesting yelp amazing execution integrate rollout postpartnership	4
5.70814e+17	@alexxthegreat24 @bandz bless someone tl	4
5.6351e+17	meal kid straight congrats buddy @eat24	4
5.65337e+17	#business yelp buy foodordering service sfgate sfgateyelp buy foodordering service #corpgov	4
5.65607e+17	pretty excited @yelp​ acquired @eat24 whats @eat24 recognize super bowl ad	4
5.71114e+17	thing tense argument relieve anger breaking hella spaghetti #askeat24	4
5.68552e+17	@eat24 sleep food wake change position stuff gaping maw	4
5.61676e+17	ad hangry #advertising	4
5.71562e+17	@eat24 green onion envious red onion arent angry white onion ghost #foodfacts	4
5.69907e+17	kind monster heat fish office microwave kind monster doesnt	4
5.69681e+17	@trithegreat243 jp man	4
5.6206e+17	head bad as commercial debut superbowl @eat24	4
5.61966e+17	@eat24 matter outcome big game true winner people coupon code sb49 pay full price	4
5.7079e+17	@alexxthegreat24 @ikeepittooreal zendaya pull single time person perfect	4
5.65591e+17	@eat24 feeling blue blueberry pancake mean youre good company	4
5.66639e+17	@eat24 save #relationships favorite #apps enjoy	4
5.65264e+17	yelp swallow foodordering app	4
5.65225e+17	yelp buy 134 million	4
5.6565e+17	@yelp stock rise purchase grubhub rival @eat24 #foodtech #foodstartups	4
5.65667e+17	@eat24 omgggggg lmao guy	4
5.63912e+17	mommy exhausted praying god appetizer @eat24	4
5.65236e+17	yelp delivery business acquisition #dlg #seo #mobile #web	4
5.62069e+17	mah commercial	4
5.65163e+17	yelp 6 announcing buying online food ordering app challenging grubhub grub 2	4
5.65153e+17	@yelp acquires @eat24 134m vital closer transaction	4
5.66298e+17	received marketing email time @eat24 @yelps marriage including tos form wedding vow bravo	4
5.62352e+17	@eat24 #sixmoreweeksofwinter werent bring pizza	4
5.67226e+17	@eat24 move butt dont couch dont steal joy #haiku	4
5.62769e+17	@eat24 sea salt fry #firstworldproblems	4
5.65213e+17	yelp acquires food ordering platform 134 million @eater	4
5.64863e+17	package people sidecar launch sameday delivery service partner taylor sopergeekwire	4
5.67519e+17	travel world tongue putting pant	4
5.6354e+17	@eat24 2 miniburgers baby genetically double cheeseburger	4
5.64895e+17	@alexxthegreat24 @aaliyahtribble @ohokkeely @shescreamflacko dont curve convo dick pic	4
5.65942e+17	yelp buy food ordering service 134 million verge #mobiledev #appdev #indiedev #alldev	4
5.68118e+17	@eat24 app accepts @paypal throw dollar bill phone party stripper #makeitrain	4
5.62054e+17	@eat24 scene social medium war room question community manager #baby	4
5.67856e+17	@eat24 dont gossip write gossip column	4
5.64895e+17	@eat24 fight havarti honestly kinda cheesy	4
5.65217e+17	yelp boost restaurant category @yelp buy delivery network 134m ramp food operation	4
5.70668e+17	@eat24 put waffle put topping put waffle press real hard boom stuffed waffle	4
5.70319e+17	@eat24 heard latest soft drink made japanese noodle called soba pop #corny	4
5.6783e+17	@eat24 colorful food excuse feast bag @starburst	4
5.65222e+17	yelp buy food delivery service yelp local listing company find #startup	3
5.65265e+17	@eat24 toying idea surprise customer cookie pay shit forward	3
5.71458e+17	@eat24 poached egg pulled porkhollandaise sauce true beauty #math	3
5.66327e+17	@eat24 #sushiporn	3
5.70798e+17	dont @cumberlandfarms #cumberlandroaches	3
5.652e+17	yelp buy online foodordering service 134 million mike isaac nyt york time	3
5.71412e+17	dont picture @eat24 order happen	3
5.65671e+17	@alexxthegreat24 forever relevant	3
5.68647e+17	yelp buy delivery network 134m ramp food operation	3
5.63058e+17	@wcpo proud son signed today ohio dominican #gopanthers @kylethegreat24	3
5.68949e+17	@eat24 missing adequate amount travis coupon life code travis24 fix	3
5.63464e+17	ordering food @eat24 adult ill cut meat thoughlol	3
5.6567e+17	@thekuroguma seat24charlie doesnt #mbta employ snowplow blade train	3
5.69229e+17	understand love @eat24	3
5.63774e+17	@offbeat24 @mikebeacham @gop crusade didnt stop barbarism islam	3
5.65669e+17	yelp buy 134 million started 2 israeli san francisco	3
5.67835e+17	@alexxthegreat24 @stuathproblems riverdance bench celebration knew left	3
5.65776e+17	yelp buy delivery network 134m ramp food op @ingridlunden #startups #yelp @umanoapp	3
5.70043e+17	@alexxthegreat24 @barssavage tyler tear	3
5.63027e+17	ordered breakfast delivery tracked progress wristwatch time live @eat24 @nadavsharon	3
5.65159e+17	ridesharing app @sidecar added delivery service @eat24 city #dctech	3
5.6206e+17	commerical actual embodiment moment day	3
5.71153e+17	@eat24 app	3
5.66284e+17	@eat24 bought @yelp who ready restaurant pay rating	3
5.65311e+17	today @yelp decided unite @eat24 unrelated news ive vowed buy grocery wear pant	3
5.68874e+17	@jaimsvanderbeek @eat24 downloaded app based multiple tweet rule	3
5.63016e+17	congratulation @kylethegreat24 happy	3
5.65301e+17	bnnio yelp acquires online food ordering service today yelp announced acquired online food	3
5.68607e+17	@eat24 cherry make sundae fancy	3
5.65201e+17	happened @eat24 finally present thx @moxxx @madnesspictures #barter #swaggles #porn	3
5.663e+17	favorite apps world merged whoo congrats @yelp @eat24	3
5.63124e+17	great pleasure coaching young man @kylethegreat24 ohio dominican great player student	3
5.66833e+17	yelping company gain meaning #yelp buy food ordering service @eat24 134m	3
5.70348e+17	@eat24 guess calzones dont pizza ingredient #mindblown	3
5.68668e+17	@eat24 glazed confused #foodfilms	3
5.67761e+17	morning work order #joespizzala today deliver @eat24	3
5.6531e+17	yelp buy delivery network 134m ramp food operation techcrunch	3
5.71494e+17	congrats aliyah winning 600m qualifying state congrats cameron @timetoeat247 4x8 great race	3
5.61899e+17	@loctiteglue @eat24 #brandbffs glued #sb49 here wix site #itsthateasy	3
5.63485e+17	@eat24 order 629412967 showed 13 minute app incredible	3
5.64491e+17	word fail express #love @eat24 app #nopants #enablinglazy	3
5.663e+17	congrats @eat24 marriage thought cat lady break facebook good fb jealous	3
5.64689e+17	punching fridge isnt gonna make food	3
5.71363e+17	@kylethegreat24 face @hayyyy hit trey ball	3
5.62061e+17	snoop term medical opinion munchies	3
5.69234e+17	@eat24 coupon good travis guy code travis24 set record share	3
5.61724e+17	@eat24 id room full dry ramen 711 sandwich	3
5.70817e+17	restaurant gave wrong food tragedy @eat24 fast responsive super helpful great customer service recommend	3
5.65231e+17	yelp pave simpler food ordering snapping	3
5.63097e+17	waited big oline big @natethegreat24 #panthernation #nsd2015 #raisetheaverage	3
5.6746e+17	@eat24 fondue knew involve chocolate #youtherealmvp	3
5.63478e+17	searched food @dominos	3
5.68879e+17	@eat24 enchilada love enchilada	3
5.66573e+17	yelp acquisition beginning end grubhub yelp pcln grub	3
5.65161e+17	partnering 2013 food delivery today excited bring yelp family	3
5.67715e+17	yelp acquires 134m here letter ceo	3
5.65201e+17	yelp acquired foodordering service 134 million stock cash hungry	3
5.63847e+17	wrong @eat24 truth hurt	3
5.63376e+17	@kgreat242 listen reggae gold 2014 mix heavy hammer sound system vp record #np #soundcloud	3
5.65208e+17	bit blog yelp buy online foodordering service 134 million move departure yel	3
5.67632e+17	@trithegreat243 listening #wordlove school homie @journellpierre hottest mixtape	3
5.65298e+17	@eat24 won incredible customer service keeping full 4am congrats yall dont change	3
5.68782e+17	@timetoeat247 @isexyteengirl take 1 retweet long make ill	3
5.71717e+17	dont clean microwave splatter #reasonstoeat24	3
5.71023e+17	@eat24 guy single weekend week happy customer service	3
5.66255e+17	@eat24 @yelp married here weekend coupon celebrate	3
5.70841e+17	@eat24 alfredo sauce open relationship fettuccine shes sauce	3
5.65505e+17	yelp buy 134 million expands online food ordering	3
5.69504e+17	recipe happiness #bossnow #winter #foodler #grubhub #seamless #eatstreet #shopsmall #norwoodma	3
5.66246e+17	@trithegreat243 word love dropping tomorrow wait bro @journellpierre talent	3
5.69577e+17	@eat24 stuffing burger result positive reaction #chemistry	3
5.62821e+17	made news aspiration computing win @anathegreat24 @carolinaemm3 @zcorwin	3
5.6515e+17	yelp yelp buy great company	3
5.6515e+17	yelp acquires online food ordering service negative grub	3
5.6553e+17	amazingly exuberant wevebeenacquired memo ceo character @eat24 @yelp watcher good buy	3
5.6648e+17	good time good friend shoutout @alexxthegreat24 bending didnt short	3
5.65501e+17	yelp acquires food ordering platform 134 million	3
5.65183e+17	@eat24 134m dont share congrats guy	3
5.65198e+17	@eat24 damn turned expensive fry valuable friendship sharing senpai	3
5.66026e+17	2 qotd attached unicorn high five trex outer space @eat24	3
5.70371e+17	@alexxthegreat24 @shayygorgeous love dont change high key jealous af man wtf	3
5.66237e+17	@alexxthegreat24 song fire	3
5.63238e+17	@eat24 order fridge good keeping beer cold	3
5.65042e+17	package people sidecar launch sameday delivery service partner @geekwire	3
5.65213e+17	yelp gobble	3
5.69036e+17	turkey cheddar grinder @eat24 #nopants	3
4.68922e+17	@leslieaaronson student honored @ncwitsummit foshay academy @anathegreat24 @foshaytech	3
5.69529e+17	@alexxthegreat24 phone dry dont worry charging night	3
5.62048e+17	@alexxthegreat24 actual fiat commercial	3
5.66322e+17	congrats @eat24 acquired @yelp effective food app market #yourweekendcouponsaregenius #marketing	3
5.65154e+17	yelp premarket raise guidance buy #premarket yelp	3
5.66737e+17	living learning share mad eating chip #askeat24	3
5.65422e+17	@yelp buy israeli startup 134m	3
5.70415e+17	@un1c0rn4 @patttttt @alexxthegreat24 @shayygorgeous love dont change high key jealous af	3
5.69108e+17	thnx 4 #support @wearechos3n @steamworkfilm @danieburke771 @beat24films @tlumeau @tlumeau @sahelsanjeedmah @brennerjen #indiefilm	3
5.70765e+17	@eat24 @jennaezarik @opticnadeshot @ijustine deserve	3
5.65199e+17	yelp buy online food ordering service 134 million @cswmer #foodie #apps #tech	3
5.70038e+17	@eat24 #protip meatball cheese cheese	3
5.65912e+17	yelp gobble 134 million fight grubhub @forbes	3
5.67492e+17	@eat24 meat gym everyday lean beef #corny	3
5.65278e+17	yelp acquired #acquisition	3
5.6811e+17	here @yelps acquisition @eat24 mean competitor @eatstreet @xconomy	3
5.62192e+17	@eat24 @thefatboys whereve life thought precisely weird	3
5.65239e+17	good read yelp buy delivery network 134m ramp food operation	3
5.64573e+17	ordered food internet @eat24 technology 1 hunger 0 @nicoleisnik #grammytime #grammys	3
5.69686e+17	@alexxthegreat24 @mavsffl michael kiddgilchrist lost name tonight #rip dam charge murder	3
5.65232e+17	yelp buy 134 million	3
5.66263e+17	@amaraynashay thing called delivers food alcohol day errrryday	3
5.62358e+17	@eat24 youre 8th world	3
5.65191e+17	yelp buy man delivery space heating	3
5.6953e+17	@alexxthegreat24 phone dry dont worry charging night	3
5.6626e+17	omfg yall @eat24 @michaelwhitney @gabrielleisback clicked wedding registry	3
5.67325e+17	tech infused retail newsletter #65 pinterest yelp groupon apple pay grpn	3
5.67514e+17	@trithegreat243 realize black	3
5.70814e+17	@eat24 fritter fun eat funner	3
5.65276e+17	huge congrats @eat24 loving guy cool eat glutenin face facebook amiright	3
5.65184e+17	@eat24 @iijeriichoii didnt share order fry	3
5.67358e+17	friend yall @couchdrake @kylethegreat24 @teamseff @mueller21 @reynoldsqb2	3
5.65924e+17	time stare wall #reasonstoeat24	3
5.62779e+17	@eat24 moving certified horrible chef youll hearing daily	3
5.62023e+17	@eat24 favorite @snoopdogg @realgilbert cracking #adbowl #superbowl	3
5.68857e+17	@eat24 youre customer service good	3
5.65395e+17	@yelp buy @eat24 134 million @insidescoopsf	3
5.65593e+17	yelp buy online foodordering service 134 million	3
5.69948e+17	jail told give @eat24 lent physically assaulted	3
5.67099e+17	@yelp acquires online food ordering service partner @eat24 134m cash stock	3
5.68821e+17	officially discount code @eat24 travis24 weekend grub	3
5.64986e+17	@eat24 good feeling period recorded history fad diet existed #foodhistory	3
5.62333e+17	@eat24 bagel developed hole aerodynamic applying cream cheese	3
5.65174e+17	#yelp acquires online food ordering service 134m cash stock	3
5.62023e+17	@eat24 commercial snoop gilbert gottfried feel learning #selfish	3
5.6857e+17	@eat24 love social medium cute boo	3
5.66313e+17	fondue friday #workingateat24means	3
5.62334e+17	miss @eat24	3
5.71353e+17	open pipe problem fixed give call put order @eat24 #bbq #woohoo	3
5.67903e+17	@alexxthegreat24 @thed cop d1 bound form tackle goodness	3
5.6498e+17	@eat24 youre preaching choir #parrot #cockatoo #petbird @ arrow dont fired	3
5.62101e+17	@mpardo916 @eat24 let bond	3
5.70291e+17	relaxing meditation room complete bacon cooking sound speaker #workingateat24means	3
5.65363e+17	yelp buy 134 million	3
5.65586e+17	lazy dont wanna bed order @eat24	3
5.62328e+17	@eat24 @snoopdogg guy super bowl commercial pant	3
5.69246e+17	love quick @eat24 thing wrong customer service	3
5.63901e+17	@eat24 wanted picture deliciousness	3
5.62023e+17	commercial @snoopdogg @realgilbert	3
